MMSI,vessel_name,vessel_type,timestamp,latitude,longitude,SOG,COG,heading
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:34:00,51.11147,1.38706,18.3,299.5,299
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:36:00,51.11574,1.37353,18.2,298.6,298
228037700,COTE DES DUNES,Passenger / Ro-Ro Ferry,2026-05-12 07:38:00,51.12,1.36,18.1,297.9,297
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:00:00,51.1,1.3,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:02:00,51.104,1.305,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:04:00,51.108,1.31,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:06:00,51.112,1.315,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:08:00,51.116,1.32,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:10:00,51.12,1.325,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:12:00,51.124,1.33,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:14:00,51.128,1.335,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:16:00,51.132,1.34,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:18:00,51.136,1.345,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:20:00,51.14,1.35,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:22:00,51.144,1.355,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:24:00,51.148,1.36,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:26:00,51.152,1.365,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:28:00,51.156,1.37,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:30:00,51.16,1.375,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:32:00,51.164,1.38,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:34:00,51.168,1.385,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:36:00,51.172,1.39,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 06:38:00,51.176,1.395,9.2,48.0,48
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 07:30:00,51.18,1.4,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 07:32:00,51.184,1.406,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 07:34:00,51.188,1.412,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 07:36:00,51.192,1.418,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 07:38:00,51.196,1.424,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 07:40:00,51.2,1.43,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 07:42:00,51.204,1.436,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 07:44:00,51.208,1.442,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 07:46:00,51.212,1.448,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 07:48:00,51.216,1.454,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 07:50:00,51.22,1.46,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 07:52:00,51.224,1.466,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 07:54:00,51.228,1.472,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 07:56:00,51.232,1.478,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 07:58:00,51.236,1.484,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 08:00:00,51.24,1.49,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 08:02:00,51.244,1.496,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 08:04:00,51.248,1.502,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 08:06:00,51.252,1.508,8.8,52.0,52
235012345,ANGLIAN MONARCH,Tug / SAR,2026-05-12 08:08:00,51.256,1.514,8.8,52.0,52
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:08:00,51.08,1.42,13.8,35.0,35
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:10:00,51.08765,1.42529,13.9,34.8,34
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:12:00,51.09529,1.43059,14.0,34.1,34
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:14:00,51.10294,1.43588,14.1,33.1,33
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:16:00,51.11059,1.44118,14.2,31.9,31
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:18:00,51.11824,1.44647,14.2,30.8,30
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:20:00,51.12588,1.45176,14.2,29.8,29
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:22:00,51.13353,1.45706,14.1,29.2,29
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:24:00,51.14118,1.46235,14.1,29.0,29
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:26:00,51.14882,1.46765,14.0,29.3,29
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:28:00,51.15647,1.47294,13.9,30.0,30
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:30:00,51.16412,1.47824,13.7,31.1,31
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:32:00,51.17176,1.48353,13.6,32.3,32
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:34:00,51.17941,1.48882,13.5,33.4,33
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:36:00,51.18706,1.49412,13.5,34.3,34
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:38:00,51.19471,1.49941,13.4,34.9,34
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:40:00,51.20235,1.50471,13.4,35.0,34
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:42:00,51.21,1.51,13.4,34.6,34
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:44:00,51.21765,1.51529,13.5,33.8,33
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:46:00,51.22529,1.52059,13.6,32.8,32
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:48:00,51.23294,1.52588,13.7,31.6,31
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:50:00,51.24059,1.53118,13.8,30.4,30
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:52:00,51.24824,1.53647,13.9,29.6,29
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:54:00,51.25588,1.54176,14.0,29.1,29
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:56:00,51.26353,1.54706,14.1,29.0,29
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 06:58:00,51.27118,1.55235,14.2,29.5,29
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 07:00:00,51.27882,1.55765,14.2,30.3,30
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 07:02:00,51.28647,1.56294,14.2,31.4,31
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 07:04:00,51.29412,1.56824,14.1,32.6,32
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 07:06:00,51.30176,1.57353,14.1,33.7,33
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 07:08:00,51.30941,1.57882,14.0,34.5,34
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 07:10:00,51.31706,1.58412,13.8,35.0,34
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 07:12:00,51.32471,1.58941,13.7,34.9,34
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 07:14:00,51.33235,1.59471,13.6,34.4,34
311000888,ATLANTIC NAVIGATOR,General Cargo,2026-05-12 07:16:00,51.34,1.6,13.5,33.5,33
219018271,MAERSK MC-KINNEY MOLLER,Cargo / Container,2026-05-12 06:00:00,51.02,1.22,16.2,55.0,55
352002145,NORDIC POLLUX,Tanker,2026-05-12 09:00:00,51.2,1.5,199.9,50.0,50
477123456,PACIFIC GLORY,Bulk Carrier,2026-05-12 09:10:00,999.0,1.4,12.0,230.0,230
